,comments,sent,score
67,I was gonna mention ford  to you cuz gm EVs was down and Tesla made more EVs then ford but Tesla was down on EVs,NEGATIVE,0.9980043768882751
68,"I&#39;m new to trading, and I&#39;ve lost a good sum trying out strategies I found in online tutorials. I would sincerely appreciate any recommendations you have.",NEGATIVE,0.9834917187690735
69,Google bearish!?! I don’t believe this clown,NEGATIVE,0.9987044334411621
70,Google left the chat<br>Ooogle joined the chat,NEGATIVE,0.9990967512130737
71,&quot;Do we have google?&quot; <br>&quot;No we have oggle&quot;<br>&quot;Wtf&quot;,NEGATIVE,0.9991059899330139
72,Perfectionists: <b>WHY-</b>,POSITIVE,0.9938281178474426
73,"Google on April Fools:<br>Google: we will change the name, a more fun and simple name, Introducing Ooogle!<br><br>Google: this is our new name, just not",NEGATIVE,0.986415445804596
74,"Its evolving, just backwards",NEGATIVE,0.8813599944114685
75,"Ah Yes, Ooogle.",POSITIVE,0.9991834759712219
76,Bro goes google to opera real quick,NEGATIVE,0.9597770571708679
77,<b>Microsoft</b> added Ooogle to the conversation.<br><b>Google</b> left the conversation.,NEGATIVE,0.9995692372322083
78,google?? nah bro we got OOGLE!!! 1! 1! 1! 1! 1! 1!,NEGATIVE,0.995238184928894
79,You have unlocked a new skin:<br>Ooogle,POSITIVE,0.9965376853942871
80,Fortunately google translator fixed it because they didn’t want to scare people,NEGATIVE,0.9980179071426392
81,"It used to work, but Google Translate was updated. It’s not fake.",POSITIVE,0.9976882934570312
82,“Are you in da nger?” 💀,NEGATIVE,0.9905620217323303
83,Chinese still works<br>The India one still works<br>Japanese work sometimes sometimes will turn into you are in danger,POSITIVE,0.9456681609153748
84,&quot;Sorry Boss im Late!&quot;<br>&quot;ar ey ou in da ng er&quot;,NEGATIVE,0.9990670084953308
85,i edited this comment so the replies make no sense,NEGATIVE,0.9997480511665344
86,Why Does The Beginning Bit Sound JUST LIKE Dr Willy?,NEGATIVE,0.997596800327301
87,It doesn’t work anymore but you guys know any translators that work similarly?,NEGATIVE,0.99696284532547
88,если бы ты перевел это так<br>👇,NEGATIVE,0.5620626211166382
89,haye anigu waxaan ahay soomaali been ma ihi,NEGATIVE,0.9796797633171082
90,"Hey google, <br>Liberty report, chess videos, gun reviews, music. <br>Thanks, <br>Chris",POSITIVE,0.9965169429779053
91,google is so crazy man cant wait to use it tonight,NEGATIVE,0.9844356775283813
92,This video really makes me think.,POSITIVE,0.9988943934440613
93,ohhh so thats how you use google.,NEGATIVE,0.9859236478805542
94,"Can’t thank him enough, my favorite tech guy, so honest and reliable",POSITIVE,0.9996248483657837
95,No one:<br><br>Kids when they explore Google for the first time:,NEGATIVE,0.9286547303199768
96,Intretresante meu caro,POSITIVE,0.8488548994064331
97,Parents: disable safari<br>Me:,NEGATIVE,0.9961445331573486
98,Paras god bless you,POSITIVE,0.9996153116226196
99,Do we have local US outlet processing expired US Visa aside from US Embassy located in Roxas Blvd. in the Phils.,NEGATIVE,0.9881773591041565
100,2018 content be like:,POSITIVE,0.9831924438476562
101,Catnap Is Fake Not Real,NEGATIVE,0.9997873902320862
102,It&#39;s fake bro,NEGATIVE,0.9971945285797119
103,don&#39;t give a fake catnap,POSITIVE,0.6705275177955627
104,What’s catnap doing on Google Earth???,NEGATIVE,0.9969332218170166
105,Is catnap real  😢,POSITIVE,0.9788036942481995
106,26°08&#39;47.0&quot; N 80°20&#39;06.0&quot;W,NEGATIVE,0.9778259992599487
107,Fake 😂,NEGATIVE,0.9992308616638184
108,😢😢😭😭💀😅Nooooo  ssss,NEGATIVE,0.9857907295227051
109,"Great video, The first $100,000 invested was amazing. But when you hit $300,000 it’s like smashing the glass ceiling! I cried.",POSITIVE,0.9917030930519104
110,Just swapped all of my last ETH and swapped it into XAI80K. Already up a little bit. Unfortunately I have some other junk staked which won’t free up for a while. Still now I am on the train!,NEGATIVE,0.9990888833999634
111,I would may serious money for a feature that would automatically fast forward when Joe talks.,NEGATIVE,0.5995815992355347
112,Dafuq was that noise made by Joe? did he have a stroke?,NEGATIVE,0.999169111251831
113,"Are they looking at the same payed Gemini I tested. Cause while it may have some value, on the whole with, it is quite rubbish.",NEGATIVE,0.9998123049736023
114,It’s apparent that Deepwater is carrying the water for google. 😂,NEGATIVE,0.9888114929199219
115,"It&#39;s clear that neither of them has actually extensively used current AI models or understands even it&#39;s current capabilities. On any complex topic, it would take you days if not weeks to get the same amount of information and insight googling. I have had deep and insightful conversations with Claude 3.5. Data analysis capabilities and insight are insane already. They just don&#39;t get it.",NEGATIVE,0.9945096373558044
116,The host is a joke. The worst part is he thinks he knows about it. His role should be to ask questions and let the guest speak about it instead of interrupting with stupid comments.,NEGATIVE,0.9993769526481628
117,AI is still eary and doesn’t do anything well enough to make money. It can make a few decisions but will a company trust AI to make a lot of different decisions for them. If AI can’t make decisions for you then what’s the point. Anything else it does can be done with a simple program. The whole point behind AI is it eventually making decisions and doing things automatically.,POSITIVE,0.8510181307792664
118,Never heard of XAI80K. Can someone please explain? Appreciate it...,POSITIVE,0.9948122501373291
119,* <b>moves desk sideways</b> * look at how flexible and changeable this office is! 😭,POSITIVE,0.996707022190094
120,Kinda interesting how the comfort area of engineers are a games lounge with a ping pong table and the comfort area of business professionals are seemingly hotel lobbies,POSITIVE,0.9666531085968018
121,"Correction - the building is 1.3 million sq feet, not 100 million!<br><br>source - google",NEGATIVE,0.9987230896949768
122,&quot;I&#39;m the CWO&quot;<br>&quot;What&#39;s a CWO?&quot;<br>&quot;Chief Watering Officer ... I water the 100 million tiny potted plants on the inside and outside of Google HQ&quot;,NEGATIVE,0.9935738444328308
123,<b>moves a desk</b> wow! How transformative!,POSITIVE,0.9996176958084106
124,"If you&#39;re curious, 100 million square feet is a square where each side is 3.58 miles (5.76 km). So, this would be roughly 1/10 the size of San Francisco.",POSITIVE,0.619322657585144
125,"<a href=""https://www.youtube.com/watch?v=A0gFgJuH_wg&amp;t=10"">0:10</a> &quot;100 million square feet&quot;?? That can&#39;t be right !",NEGATIVE,0.9972978234291077
126,"<a href=""https://www.youtube.com/watch?v=A0gFgJuH_wg&amp;t=331"">5:31</a> How is sitting like that all day comfortable? Wouldn&#39;t traditional desks be better?",NEGATIVE,0.9521101117134094
127,Now i know why they show a couple extra ads every-time i do anything online... someone has to pay for all of this.,NEGATIVE,0.9989997744560242
128,"<a href=""https://www.youtube.com/watch?v=L8etB0ReG-Q&amp;t=34"">0:34</a> Imagine Google Being PlayDoh",NEGATIVE,0.9935827851295471
129,"Not just the nostalgia, I genuinely prefer the old designs. Logo started off vibrant and poppy, then slowly changed normally like anything else until about 2014.",POSITIVE,0.7331340909004211
130,1999-2010 is my personal favorite.,POSITIVE,0.9997044205665588
131,"man you&#39;re a genius, i hope you have big clients because your animations and sound effects trully rock",POSITIVE,0.9994729161262512
132,"<a href=""https://www.youtube.com/watch?v=L8etB0ReG-Q&amp;t=3"">0:03</a> switching colors<br><a href=""https://www.youtube.com/watch?v=L8etB0ReG-Q&amp;t=10"">0:10</a> turning the Gren G into Blue G and <a href=""https://www.youtube.com/watch?v=L8etB0ReG-Q&amp;t=12"">0:12</a> adden a ! Of it!<br><a href=""https://www.youtube.com/watch?v=L8etB0ReG-Q&amp;t=19"">0:19</a> new icon 2<br><a href=""https://www.youtube.com/watch?v=L8etB0ReG-Q&amp;t=34"">0:34</a> are u scary yet<br><a href=""https://www.youtube.com/watch?v=L8etB0ReG-Q&amp;t=38"">0:38</a> rolling pin again<br><a href=""https://www.youtube.com/watch?v=L8etB0ReG-Q&amp;t=48"">0:48</a> new icon 3",NEGATIVE,0.9968917965888977
133,"How to transform a logo that only differs by its font into something generic and boring, step by step:",NEGATIVE,0.9996894598007202
134,"Man, I wish they&#39;d bring back the 2010 logo...",NEGATIVE,0.9883642196655273
135,the sound of 1998 transforming into 1998-1999 was so satisfying to me (especially the sound of the exclamation point appearing out of thin air),POSITIVE,0.9990196228027344
136,"<a href=""https://www.youtube.com/watch?v=L8etB0ReG-Q&amp;t=24"">0:24</a> the perfect google logo",POSITIVE,0.9948620200157166
137,Underrated channel!,POSITIVE,0.5006260275840759
138,"AI Stocks are pretty unstable at the moment, but if you do the right math, you should be just fine. Bloomberg and other finance media have been recording cases of folks gaining over 250k just in a matter of weeks/couple months, so I think there are a lot of wealth transfer in this downtime if you know where to look.",NEGATIVE,0.7063438892364502
139,when it was at about 1/2 this price you thought it was too expensive. interesting.,NEGATIVE,0.9919729232788086
140,"I agree that many people are considering NVDA as the &quot;Stock of the year.&quot; However, I&#39;m curious about which stocks could potentially become the next META in terms of growth over the next decade. I&#39;ve allocated $200k for investment, looking for companies to make additions to boost performance",NEGATIVE,0.9856955409049988
141,"Genuine question here. Why would you set the 5yr P/E and P/FCF ratios &lt; 22.5 as a pillar? In this actual example the 5y averages are around 30 for both metrics, while the actual values today are closer to 20, this suggest the company is discounted compared to its historical avg. So how is this a red mark?? Either i am missing something or this makes for a pointless pillar. For example &quot;5yr P/E &gt; TTM PE&quot; would serve as a better proxy for relative valuation.",NEGATIVE,0.9995675683021545
142,"When it was in the 80s, they said it was expensive. Can’t trust these guys. I didn’t go heavy because of what they said.",NEGATIVE,0.9864675402641296
143,Lol paul you are slacking with the daily videossss...i am glad i learn to have my own process from this channel n have a few shares under $100...,NEGATIVE,0.9995470643043518
144,I bought more NVDA when you were shorting it even though i was up more than i am even comfortable typing. I sold 1/3 of my GOOG about a month ago and this makes me happy to see what you did. Let&#39;s see how this ages and I hope you aren&#39;t becoming the new Cramer. Good luck,POSITIVE,0.9995156526565552
145,I started selling puts on Google this year....thanks so much for explaining that option strategy so I can get paid to wait.,NEGATIVE,0.5870147347450256
146,Did you buy it at 139 or it’s just on the watchlist and waiting for the 130?,NEGATIVE,0.9991220831871033
147,"I am wondering in a case like this, when you buy a position, what is the size of your investment? what is the range, if you prefer not to mention the exact dollar amount.? Thanks.",POSITIVE,0.8710707426071167
148,“Pianos in videos are never animated correctly”,NEGATIVE,0.99973064661026
149,"Lol that two notes are really different from each other, there&#39;s no way they&#39;re neighbors",POSITIVE,0.7363753914833069
150,random dude: <b>has a digital piano play 4 notes incorrectly for 19 seconds</b><br>1 million people: <i>interesting</i>,NEGATIVE,0.9590975046157837
151,impossible that the two notes in those sounds are close to each other,NEGATIVE,0.9296175241470337
152,The piano isn&#39;t playing it right!,NEGATIVE,0.9992368221282959
153,"<b>Something is wrong, i can feel it.</b>",NEGATIVE,0.9925357103347778
154,this guy can EASILY PLAY RUSH E HES SO GOOD,POSITIVE,0.999707043170929
155,That person who plays simply piano:,POSITIVE,0.9784042239189148
156,"as a samsung user, this is very soothing.",POSITIVE,0.9988372921943665
157,Sometimes woobo the purple robot makes those noises when you press her ear,NEGATIVE,0.9360207915306091
158,For the zombie when us Harry Potter fans heard “strange” we started chanting “ Belatrix! Belatrix!”,NEGATIVE,0.9798313975334167
159,"Alphabet Lore in Minecraft be like: <a href=""https://www.youtube.com/watch?v=gq1JasbuSFg&amp;t=404"">6:44</a>",NEGATIVE,0.9886588454246521
160,Eider:”his feet are broken”<br><br>Also Eider:”I give it a 10/10”,NEGATIVE,0.9984089732170105
161,Eider&#39;s voice is really soothing makes his  videos 10x better to watch ngl,POSITIVE,0.983923614025116
162,"<a href=""https://www.youtube.com/watch?v=gq1JasbuSFg&amp;t=132"">2:12</a> peppa Pig<br><a href=""https://www.youtube.com/watch?v=gq1JasbuSFg&amp;t=134"">2:14</a> Amoung us<br><a href=""https://www.youtube.com/watch?v=gq1JasbuSFg&amp;t=135"">2:15</a> Fall Guys<br><a href=""https://www.youtube.com/watch?v=gq1JasbuSFg&amp;t=137"">2:17</a> Shy Guys",NEGATIVE,0.9939510822296143
163,I think you should make all Minecraft hostile mobs doors entities other then the guiding light and make your avatar guiding light bc doors and guiding light is not hostile.,POSITIVE,0.9932477474212646
164,Ur art is amazing keep it up &lt;3,POSITIVE,0.9998695850372314
165,Pillager translating to a shadow was a missed shadow from doors opportunity,NEGATIVE,0.9992524981498718
166,"<a href=""https://www.youtube.com/watch?v=gq1JasbuSFg&amp;t=131"">2:11</a> Finally! I found out what a Shy guy look like without his mask!",POSITIVE,0.9678832292556763
167,lovely video 💙🌼,POSITIVE,0.9998482465744019
168,"<a href=""https://www.youtube.com/watch?v=vOjKUrJFMMo&amp;t=1"">0:01</a> I miss old Google Play",NEGATIVE,0.9991908669471741
169,<b>Man....</b> <b>I</b> <b>miss</b> <b>2012</b>,NEGATIVE,0.9997772574424744
170,"<a href=""https://www.youtube.com/watch?v=vOjKUrJFMMo&amp;t=1"">0:01</a> I miss old Google play",NEGATIVE,0.9991908669471741
171,I like 2016 - 2022 the most (nostalgia),POSITIVE,0.9992138147354126
172,2012-2015 is really nostalgic,POSITIVE,0.9995311498641968
173,2016.. Nostalgic,POSITIVE,0.9992061257362366
174,I mostly love how they called it android market,POSITIVE,0.9958614706993103
175,my left ear really enjoyed this,POSITIVE,0.9998237490653992
176,"<a href=""https://www.youtube.com/watch?v=vOjKUrJFMMo&amp;t=5"">0:05</a> Nostalgia",NEGATIVE,0.939903736114502
177,Thank for making this for my contry!,POSITIVE,0.9998412132263184
178,<b>I love how google makes fun secret ways for people to kill time.</b>,POSITIVE,0.9992724061012268
179,"Fun fact y&#39;know, the Google Doodle, the Championship island was acually inspired by the 2021 Olympics. I remember playing this cute Doodle game everyday after my online classes and just watch the Olympics at night remembering this game. Even after the Olympics&#39; season, I still played this game over and over again. Probably one of the best Doodles Google have ever made.<br><br>There was more to the game like side stories and thing which was really cool. This actually brought me nostalgia bro.<br>Man, good old memories❤<br>(I&#39;m quite surprised about Thinknoodles not knowing about this game too)",POSITIVE,0.9992271661758423
180,"THINK!! The champion games with the cat (their name is Lucky) has a LOT more too it if u explore!! There&#39;s a place in the game (above the rugby statue) where u can view all the possible achievements in the game, and it&#39;s worth seeing all the animations (I loved it as a kid) bc I was really dedicated to playing that game.<br><br>I&#39;d love to see you play it (and make sure to use tutorials in case u get stuck, bc some of them are hard. Also I&#39;m fully aware u know u didn&#39;t play the full game, but I still REALLY wanna see u play it! <br>-(just a request from a loyal viewer since 2019).",POSITIVE,0.9989258646965027
181,THINKNOODLES EL GOBLINO SPEAKS WITH AN ACTUAL VOICE FOR APRIL FOOLS UPDATE,NEGATIVE,0.9935674071311951
182,&quot;Noodle on!&quot; Never gets old,NEGATIVE,0.98189777135849
183,"ThinkNoodles, Since it&#39;s April Fools today, Doors has had an update! Could you maybe make a video about it next Doorsday?",NEGATIVE,0.9963244795799255
184,"I have so much nostalgia for doodle island.<br>Ps. There&#39;s also a bunch of sidequests and lore, and a secret cameo if you complete all the sidequests",POSITIVE,0.9934929013252258
185,"the champion islands game is very good and a long game nearly 2 hours of gameplay, it has many side quests that are challenging and fun to do. Think please complete the game it would be very fun to watch you play it.",POSITIVE,0.9998230338096619
186,Fun fact: google is misspelled,POSITIVE,0.9898329973220825
187,Can’t wait for you to play doors retro mode!,POSITIVE,0.7510572671890259
188,"If the last 25 years have taught us anything, the next 25 will change everything. Thank you for discovering the world together with us. Search on.",POSITIVE,0.9985823631286621
189,This is how YouTube rewinds should be,NEGATIVE,0.9995089769363403
190,Meanwhile Microsoft Bing&#39;s Most searched: <br>1) Chrome <br>2) Google,NEGATIVE,0.9888972640037537
191,"&quot;Whenever i felt any doubts... Google came into my mind first&quot;,<br><br>It&#39;s not the words of mine...but the  expression of everyone who experienced it.",NEGATIVE,0.6202603578567505
192,I love when they do videos like these. They always give me chills. Really puts human nature in the spotlight.,POSITIVE,0.9997633099555969
193,Now do a video on what is the most searched by incognito mode users,NEGATIVE,0.9915090799331665
194,This video is extremely special. Almost like a time capsule for humanity,POSITIVE,0.9986864924430847
195,Come on guys let&#39;s search and meet here after 50 years sharp ❤,NEGATIVE,0.7373380661010742
196,"Guys, I am rooting for all of you to succeed in whatever you are doing.",POSITIVE,0.9970875382423401
197,"This isn&#39;t about the most popular searches on google, this is about how humans have left their mark and how we have expressed ourselves through google. Amazing video",POSITIVE,0.9985055923461914
198,"Im 26, and to be honest i never really used the calendar app. But since a stint in the rehab joint ive realized how IMPORTANT schedules are and predictability in our lives. It makes our brains way more efficient. It helps anxiety as the day is more predictable, and it organizes our mind making it more efficient. This is what i learned in therapy from my councilor.<br><br>&gt;You probably brush your teeth every night before bed.<br><br>&gt;When you brush your teeth you dont even think about it, you just do it. It doesnt even matter, you dont even think about moving your hand to brush each individual tooth, or recognize your brushing your teeth. Youre essentially on autopilot. Why does this happen?<br><br>&gt;Youve done it so many times at around the same time, that your mind has learned to ignore it as a conscious act. Your brain has strengthened itself to become more autonomous when that thing comes up in your day.<br><br>&gt;This makes your day more predictable, and lines up everything else. It also allows your brain to more efficiently focus on more important things.<br><br>So yeah...",POSITIVE,0.9536378979682922
199,"I was struggling for the longest time to figure out this Calendar, and after many YT vids this one was the best! so simple and easy to understand. Loved it!",POSITIVE,0.999808132648468
200,"This is the best YT video for Goole Calendar!! simple, easy to understand, and NO unnecessary long-winded talking! Thank You!👍🏽",POSITIVE,0.9996874332427979
201,"Thanks! much needed.<br>P.S To all those mocking, need to actually start using calender and manage their time and activity",POSITIVE,0.9712088704109192
202,"Background music NOT LOUDER THAN NARRATION! Clear, concise explanations. Easy to learn. Easy to understand. Thanks!",POSITIVE,0.9995055198669434
203,"what an amazing lesson that was, keep doing your amazing videos, I did actually liked it and learned a lot. this lesson will change my life forever.",POSITIVE,0.9998111128807068
204,This is the best video I have come across.... Precise and to the point...,POSITIVE,0.9997461438179016
205,Thank you! This is one of the easiest and simplest guides I&#39;ve been able to find.,POSITIVE,0.999710738658905
206,This video was so well done. Thank you for this. Very informative and well-made. Succinct and detailed.,POSITIVE,0.9998646974563599
207,"I understand it, with more and more people upgrading to internet...these videos will b necessary in near future. 🙂",POSITIVE,0.9919118881225586
208,"This one’s for you, Swifties 😌",POSITIVE,0.9995653033256531
209,"&quot;I think that being fearless is having a lot of fears, but you jump anyway.&quot; thank you Taylor Swift for inspiring people to be fearless!",POSITIVE,0.9998227953910828
210,"Master lyricist, poet, singer, performer, wordsmith, and a brave, honest woman with the big heart… she’s got it all❤",POSITIVE,0.9998469352722168
211,"I&#39;m a new swiftie that just started when she released Speak Now TV but now I&#39;ve already listened to all albums, I am proud of her listening to all these songs and all the things she has gone through.",POSITIVE,0.9997588992118835
212,Proud of you Taylor Alison Swift! You&#39;re an inspiration for so many people 😭👏,POSITIVE,0.9997674822807312
213,"I can&#39;t believe Manila,Philippines has the most search for Taylor Swift!!❤",POSITIVE,0.9916946291923523
214,"Congratulations Taylor Swift and Swifties! This has been the most great achievement for us. She truly is a kind, humble, loving and caring person. That&#39;s why she deserved all of this. Proud to be included in the &quot;city searching for TS the most&quot; which is Manila, Philippines. Congratulations to all swifties! 💜",POSITIVE,0.9998595714569092
