,date,stock,contents,sent,score
49,2024-07-30 02:10:38,Apple,🔴Live Tesla &amp; Apple Signals | Free 5m Chart TSLA AAPL Stock Trading Analysis &amp; Prediction,NEGATIVE,0.9930419921875
50,2024-07-30 02:10:38,Apple,NEW Apple Products Coming Soon! EVERYTHING We&#39;re Getting in 2024!,POSITIVE,0.9952592253684998
51,2024-07-30 02:10:38,Apple,Inside Apple’s ALL NEW iPhone 15 SHOCKING Factory,NEGATIVE,0.9567812085151672
52,2024-07-30 02:10:38,Apple,Apple GAMES CONSOLE - HOLY MOLY they are FINALLY DOING IT!!,POSITIVE,0.9962577819824219
53,2024-07-30 02:10:38,Apple,Blippi Visits an Apple Factory | Healthy Eating Videos For Kids | Educational Videos For Toddlers,NEGATIVE,0.6522341370582581
54,2024-07-30 02:10:38,Apple,"The Apple Store&#39;s $1,000,000,000 Secret",NEGATIVE,0.967087984085083
55,2024-07-30 02:10:38,Apple,Apples &amp; Bananas | Silly Song For Kids | Super Simple Songs,POSITIVE,0.9812811017036438
56,2024-07-30 02:10:38,Nvidia,Nvidia $350 Target $144 Billion Deal With Government | Nvidia Stock News,NEGATIVE,0.9793465733528137
57,2024-07-30 02:10:38,Nvidia,NVIDIA’s New AI Did The Impossible!,POSITIVE,0.9901618957519531
58,2024-07-30 02:10:38,Nvidia,&quot;Nvidia is Heading for the BIGGEST BREAKOUT Trade Ever in 2024&quot; - NVIDIA CEO,NEGATIVE,0.8599004149436951
59,2024-07-30 02:10:38,Nvidia,Nvidia 2024 AI Event: Everything Revealed in 16 Minutes,NEGATIVE,0.901957094669342
60,2024-07-30 02:10:38,Nvidia,BEST NVIDIA Control Panel Settings For GAMING! (UPDATED 2024),POSITIVE,0.9995273351669312
61,2024-07-30 02:10:38,Nvidia,Nvidia Stock NEEDS These Earnings To Do GOOD! NVDA Stock,NEGATIVE,0.9990817308425903
62,2024-07-30 02:10:38,Nvidia,Why you should take profits on hot AI stocks like Nvidia,NEGATIVE,0.9955981373786926
63,2024-07-30 02:10:38,Nvidia,This is NVIDIA’s new GPU - Blackwell NVL72 Rack,NEGATIVE,0.9865538477897644
64,2024-07-30 02:10:38,Nvidia,GPU Tier List - Nvidia Edition!,POSITIVE,0.9283881187438965
65,2024-07-30 02:10:38,Nvidia,"CNBC On NVIDIA, NVIDIA Stock, Semiconductor Stocks - NVDA Update",NEGATIVE,0.9745912551879883
66,2024-07-30 02:10:38,Nvidia,"Best GPUs of 2024, Mid-Year Update - The Best of a Bad Situation",NEGATIVE,0.8985856771469116
67,2024-07-30 02:10:38,Nvidia,Nvidia Drivers Are Becoming Open Source,POSITIVE,0.986566960811615
68,2024-07-30 02:10:38,Nvidia,GTC March 2024 Keynote with NVIDIA CEO Jensen Huang,POSITIVE,0.9970519542694092
69,2024-07-30 02:10:38,Nvidia,The Evolution of Nvidia GeForce Graphics (1999-2022),POSITIVE,0.9945987462997437
70,2024-07-30 02:10:38,Nvidia,WORLD’S FASTEST Gaming Monitor – 500Hz Powered by NVIDIA G-SYNC,POSITIVE,0.9726408123970032
71,2024-07-30 02:10:38,Nvidia,Nvidia Will 35% Crash Warning By Josh Brown | Nvidia Stock Latest News,NEGATIVE,0.9964470267295837
72,2024-07-30 02:10:38,Nvidia,NVIDIA CEO Jensen Huang at HPE Discover 2024,POSITIVE,0.9592044353485107
73,2024-07-30 02:10:38,Nvidia,"&quot;Prepare Now, FOR THE BIGGEST HURRICANE EVER...&quot; - NVIDIA CEO",NEGATIVE,0.8006139397621155
74,2024-07-30 02:10:38,Nvidia,Nvidia CEO Jensen Huang full keynote at GTC 2024,POSITIVE,0.9884052276611328
75,2024-07-30 02:10:38,Nvidia,URGENT: 9 Reasons To BUY Nvidia Stock BEFORE July 31 | Do This NOW,NEGATIVE,0.993862509727478
76,2024-07-30 02:10:38,Nvidia,Cramer’s Mad Dash: Nvidia,NEGATIVE,0.7457096576690674
77,2024-07-30 02:10:38,Nvidia,5 Reasons To BUY Nvidia Stock BEFORE July 29th (NVDA🔥META),NEGATIVE,0.9889840483665466
78,2024-07-30 02:10:38,Nvidia,Nvidia Will Get DESTROYED After This New Invention From Apple!,NEGATIVE,0.9996997117996216
79,2024-07-30 02:10:38,Nvidia,Nvidia RTX 3080 Mini! The Future of GPUs! #shorts #pcgaming #gpu #aprilfools,NEGATIVE,0.9828475713729858
80,2024-07-30 02:10:38,Nvidia,Nvidia Just Created THIS To DESTROY Microsoft!,NEGATIVE,0.9996844530105591
81,2024-07-30 02:10:38,Nvidia,What Does DLSS 3 Bring to RTX 40 Series Laptops,POSITIVE,0.9677570462226868
82,2024-07-30 02:10:38,Nvidia,Nvidia $350 Target $55 Billion Deal With Tesla | Nvidia Latest Stock News,NEGATIVE,0.9443787932395935
83,2024-07-30 02:10:38,Nvidia,Nvidia&#39;s Breakthrough AI Chip Defies Physics (GTC Supercut),POSITIVE,0.9954015016555786
84,2024-07-30 02:10:38,Nvidia,No GPU? No Problem! A Quick Guide To Integrated Graphics,NEGATIVE,0.99641352891922
85,2024-07-30 02:24:53,GOOGLE,www.google.com,POSITIVE,0.9606142640113831
86,2024-07-30 02:24:53,GOOGLE,Satisfying Google Logo Art #shorts,POSITIVE,0.9969454407691956
87,2024-07-30 02:24:53,GOOGLE,🔴 HAPPY BIRTHDAY JJ! 🎂 CoComelon LIVE Best Kids Songs 2024!  + MORE Nursery Rhymes! |,POSITIVE,0.9992675185203552
88,2024-07-30 02:24:53,GOOGLE,Google Maps,POSITIVE,0.9947724938392639
89,2024-07-30 02:24:53,GOOGLE,www.google.com search,POSITIVE,0.5866221785545349
90,2024-07-30 02:24:53,GOOGLE,google meme teacher | google reading funny | google spelling funny,POSITIVE,0.7353268265724182
91,2024-07-30 02:24:53,GOOGLE,How Google Turned a 90-Year-Old Train Terminal Into Its New $2.1B Office | WSJ Open Office,NEGATIVE,0.9902588129043579
92,2024-07-30 02:24:53,GOOGLE,Introducing the Google Pixel 9 Pro,POSITIVE,0.9760109186172485
93,2024-07-30 02:24:53,GOOGLE,😰I Found a Very Stranger Lips in Real Life On Google Earth! #shorts #findwouldexploring,POSITIVE,0.7364177703857422
94,2024-07-30 02:24:53,GOOGLE,Google — Year in Search 2022,POSITIVE,0.8026178479194641
95,2024-07-30 02:24:53,GOOGLE,Operation Aurora | HACKING GOOGLE | Documentary EP000,NEGATIVE,0.9877600073814392
96,2024-07-30 02:24:53,GOOGLE,If Google Was A Guy (Full Series),NEGATIVE,0.9974568486213684
97,2024-07-30 02:24:53,GOOGLE,I Oversimplified the Google Logo!,NEGATIVE,0.9990779161453247
98,2024-07-30 02:24:53,GOOGLE,Why &quot;GOOGLE&quot; Is Actually Misspelled 🤔 (EXPLAINED),NEGATIVE,0.9982136487960815
99,2024-07-30 02:24:53,GOOGLE,Google Logo Evolution,POSITIVE,0.9231062531471252
100,2024-07-30 02:24:53,GOOGLE,"Everything I Google, Comes To Life in GTA 5!",POSITIVE,0.9778398275375366
101,2024-07-30 02:24:53,GOOGLE,I Found Very Giant CatNap in Real Life On Google Earth and Google Maps 😱!,POSITIVE,0.9950252175331116
102,2024-07-30 02:24:53,GOOGLE,Google — Year in Search 2020,POSITIVE,0.8297807574272156
103,2024-07-30 02:24:53,GOOGLE,4 Google Tricks you don&#39;t know! 👀 #shorts,NEGATIVE,0.9927545189857483
104,2024-07-30 02:24:53,GOOGLE,#google #G #GUN,NEGATIVE,0.9927256107330322
105,2024-07-30 02:24:53,GOOGLE,Google + Team USA — Dear Sydney,POSITIVE,0.9982219338417053
106,2024-07-30 02:24:53,GOOGLE,OK Google sounds,POSITIVE,0.9960823655128479
107,2024-07-30 02:24:53,GOOGLE,Donald Trump Shooter’s Shocking Google Searches Revealed by FBI Director,NEGATIVE,0.9835862517356873
108,2024-07-30 02:24:53,GOOGLE,Introducing the Google Pixel 9 Pro,POSITIVE,0.9760109186172485
109,2024-07-30 02:24:53,GOOGLE,Must Watch New Very Special Funny Video 2023😂Top New Comedy Video 2023😁Epi 03 by Bidik Fun Ltd,POSITIVE,0.9976663589477539
110,2024-07-30 02:24:53,GOOGLE,Funny Things 😂 People Search on Google 😱||#shorts #youtubeshorts,POSITIVE,0.8505057692527771
111,2024-07-30 02:24:53,GOOGLE,Google की कुछ मजेदार Tricks 😲 | Amazing Google Tricks | The Fact | #shorts #ytshorts,POSITIVE,0.9839203953742981
112,2024-07-30 02:24:53,GOOGLE,Google Logo Intro Compilation - light effects and cartoon characters,NEGATIVE,0.9904274940490723
113,2024-07-30 02:10:38,Amazon,I Tested 1-Star Amazon Products!,NEGATIVE,0.9578368663787842
114,2024-07-30 02:10:38,Amazon,19 Amazon Items YOU WISH You Bought Sooner!,NEGATIVE,0.5088386535644531
115,2024-07-30 02:10:38,Amazon,Trying 100 Banned Amazon Products!,NEGATIVE,0.996801495552063
116,2024-07-30 02:10:38,Amazon,Weirdest Things On Amazon!,NEGATIVE,0.9759913682937622
117,2024-07-30 02:10:38,Amazon,The Lord of the Rings: The Rings of Power | Season 2 – SDCC Trailer | Prime Video,NEGATIVE,0.9708583354949951
118,2024-07-30 02:10:38,Amazon,Amazon Bedroom Finds you actually need! #amazonfinds #gadget #amazon #bedroom #amazonbedroomfinds,POSITIVE,0.9703856110572815
119,2024-07-30 02:10:38,Amazon,Amazon Prime Day is Making Me Quit My Job,NEGATIVE,0.9996961355209351
120,2024-07-30 02:10:38,Amazon,We Bought Amazon Prime&#39;s WEIRDEST Products!,NEGATIVE,0.8911449909210205
121,2024-07-30 02:10:38,Amazon,Like A Dragon: Yakuza - Teaser Trailer | Prime Video,NEGATIVE,0.976963222026825
122,2024-07-30 02:10:38,Amazon,I Bought The *WEIRDEST* Amazon Items!,NEGATIVE,0.9528895616531372
123,2024-07-30 02:10:38,Amazon,Ultimate TIKTOK vs AMAZON Items!,NEGATIVE,0.8790040612220764
124,2024-07-30 02:10:38,Amazon,AMAZON MUST HAVES 2024 - THE BEST !!!,POSITIVE,0.9996477365493774
125,2024-07-30 02:10:38,Amazon,We Bought An Amazon Returns Pallet For $525 - Unboxing $6500 In MYSTERY Items!,NEGATIVE,0.9963698387145996
126,2024-07-30 02:10:38,Amazon,10 BANNED GADGETS YOU CAN STILL BUY ON AMAZON,NEGATIVE,0.9907727241516113
127,2024-07-30 02:10:38,Amazon,Top ten Amazon items you didn’t know you needed!,POSITIVE,0.9038198590278625
128,2024-07-30 02:10:38,Amazon,7 Amazon products that should not exist!,NEGATIVE,0.9994243383407593
129,2024-07-30 02:10:38,Amazon,Getting Caught Working Undercover at Amazon I Oobah’s Great Amazon Heist,NEGATIVE,0.9919357299804688
130,2024-07-30 02:10:38,Amazon,9 SNEAKY Amazon Products #shorts #justicebuys #amazon #productreview,NEGATIVE,0.9848509430885315
131,2024-07-30 02:10:38,Amazon,I TRIED BANNED AMAZON PRODUCTS!!,NEGATIVE,0.9966636300086975
132,2024-07-30 02:10:38,Amazon,I Bought EVERYTHING Amazon Recommended I Buy!,POSITIVE,0.9980955719947815
133,2024-07-30 02:10:38,Amazon,I Bought 100 Banned Amazon Products!,NEGATIVE,0.9977290034294128
134,2024-07-30 02:10:38,Amazon,Turn your old Fire tablet into an Echo Show #shorts,NEGATIVE,0.9965248703956604
135,2024-07-30 02:10:38,Amazon,An improvement I never knew we needed until now #amazon #amazonfinds #amazongadgets #amazonmusthaves,POSITIVE,0.9921088814735413
136,2024-07-30 02:10:38,Amazon,"Introducing Amazon Astro – Household Robot for Home Monitoring, with Alexa",POSITIVE,0.9026919603347778
137,2024-07-30 02:10:38,Amazon,15 GENIUS Amazon Finds #shorts #amazonfinds #productreview #justicebuys #gadgets,POSITIVE,0.8054745197296143
138,2024-07-30 02:10:38,Amazon,Four Parenting Must-Haves? 🤔 #parentingtips #parenting #slide #amazon #shorts,NEGATIVE,0.9946765899658203
139,2024-07-30 02:10:38,Amazon,I Bought Amazon RETURNS for CHEAP!  *disaster*,NEGATIVE,0.9995778203010559
140,2024-07-30 02:10:38,Amazon,THE BEST 2024 AMAZON MUST HAVES Home Decor &amp; Interior *so far* ✨ Amazon Favorites!,POSITIVE,0.9985299110412598
141,2024-07-30 02:10:38,Amazon,Weird Amazon Finds I actually like! #amazon #amazonhome #founditonamazon #amazonlife #amazonprime,POSITIVE,0.9344968199729919
142,2024-07-30 02:10:38,Meta,WARZONE: New BEST TTK META LOADOUT You NEED To Use! (WARZONE 3 Fastest TTK Weapons),POSITIVE,0.9974628686904907
143,2024-07-30 02:10:38,Meta,MONGOLZ vs 3DMAX - Skyesports Championship 2024 - GRAND FINAL - BO3 - MN cast,NEGATIVE,0.9210748076438904
144,2024-07-30 02:10:38,Meta,MONGOLZ vs ETERNAL FIRE - Skyesports Championship 2024 - BO3 - MN cast,NEGATIVE,0.9196005463600159
145,2024-07-30 02:10:38,Meta,Introducing Meta,POSITIVE,0.9980376362800598
146,2024-07-30 02:10:38,Meta,TOP 5 NEW OVERPOWERED Loadouts in Modern Warfare 3! (META Class Setups),POSITIVE,0.7282631397247314
147,2024-07-30 02:10:38,Meta,Introducing Meta Quest 3 | Coming This Fall,POSITIVE,0.9878391027450562
148,2024-07-30 02:10:38,Meta,#1 CONTROLLER META LOADOUTS on Warzone Rebirth Island,NEGATIVE,0.9910404086112976
149,2024-07-30 02:10:38,Meta,Inside Mark Zuckerberg&#39;s AI Era | The Circuit,POSITIVE,0.9922677874565125
150,2024-07-30 02:10:38,Meta,Meta Quest 3 Review - 6 Months Later,NEGATIVE,0.8691993951797485
151,2024-07-30 02:10:38,Meta,This is Meta Quest 3,POSITIVE,0.9900957345962524
152,2024-07-30 02:10:38,Meta,Meta Quest 3 is Mind Blowing🤯,POSITIVE,0.8699042797088623
153,2024-07-30 02:10:38,Meta,the EXTREME REBIRTH SUPREME Meta loadout Chall on Warzone Rebirth Island,NEGATIVE,0.9908413887023926
154,2024-07-30 02:10:38,Meta,The Metaverse and How We&#39;ll Build It Together -- Connect 2021,POSITIVE,0.9991016387939453
155,2024-07-30 02:10:38,Meta,TOP 5 DEMON META LOADOUTS on Warzone Rebirth Island,NEGATIVE,0.5923364162445068
156,2024-07-30 02:10:38,Meta,NEW BEST SMG in Warzone Rebirth Island! 👑 (META Loadout),POSITIVE,0.9984544515609741
157,2024-07-30 02:10:38,Meta,#1 META LOADOUT IN WARZONE! (STG44 &amp; Static HV) MW3,NEGATIVE,0.9950469732284546
158,2024-07-30 02:10:38,Meta,using CONSOLE DEMON Meta loadouts on Warzone Rebirth Island,NEGATIVE,0.9955273270606995
159,2024-07-30 02:10:38,Meta,The Meta QUEST 3S First REAL Picture &quot;LEAKS&quot;!! &amp; PSVR2 on Steam goes LIVE,NEGATIVE,0.9212181568145752
160,2024-07-30 02:10:38,Meta,Meta Quest 2 Virtual Reality Headsets from Best Buy,NEGATIVE,0.5553563237190247
161,2024-07-30 02:10:38,Meta,using THE RAREST DEMON Meta on Warzone Rebirth Island,POSITIVE,0.92664635181427
162,2024-07-30 02:10:38,Meta,The Complete History of the Yu-Gi-Oh! Meta: Part 1 (2002-2005),POSITIVE,0.9942864775657654
163,2024-07-30 02:10:38,Meta,using TIKTOK DEMON META LOADOUTS on Warzone Rebirth Island,NEGATIVE,0.9934250116348267
164,2024-07-30 02:10:38,Meta,MONGOLZ vs FURIA - EWC 2024 - Last Chance Stage - BO1 - MN cast,NEGATIVE,0.9492611885070801
165,2024-07-30 02:10:38,Meta,new #1 META LOADOUT in Warzone! 👑 (STG44 &amp; Superi 46),NEGATIVE,0.9877476692199707
166,2024-07-30 02:10:38,Meta,MONGOLZ vs G2 - EWC 2024 - Opening stage - BO3 - MN cast,NEGATIVE,0.9603762626647949
167,2024-07-30 02:10:38,Meta,NEW TOP 5 META LOADOUTS in Warzone Season 5! (Best Class Setups),POSITIVE,0.9970706701278687
168,2024-07-30 02:10:38,Meta,EXTREME MOVEMENT Meta loadouts on Warzone Rebirth Island,NEGATIVE,0.9901816248893738
169,2024-07-30 02:10:38,Meta,Meta Quest Pro’s Passthrough mode 👀,NEGATIVE,0.99587482213974
170,2024-07-30 02:10:38,Tesla,"Top Analysts: TESLA Is The ONE, Here’s Why",POSITIVE,0.980568528175354
171,2024-07-30 02:10:38,Tesla,"Tesla unveils factory that will build 50,000 Semi&#39;s every year in America",POSITIVE,0.9954907298088074
172,2024-07-30 02:10:38,Tesla,Tesla&#39;s New Leasing Prices Are Insane | July 2024 Lease Guide,NEGATIVE,0.9928805828094482
173,2024-07-30 02:10:38,Tesla,Tesla AI Investment SURGING Ahead of Robotaxi Launch,POSITIVE,0.986533522605896
174,2024-07-30 02:10:38,Tesla,BREAKING: Elon Musk Gives Updates On Tesla Bot,POSITIVE,0.9978231191635132
175,2024-07-30 02:10:38,Tesla,The 2025 Tesla Model Y Update Is HERE!,POSITIVE,0.9939488172531128
176,2024-07-30 02:10:38,Tesla,Tesla Model 3 2024 review: Is The Most Hyped Electric Car In Australia Worth It? | Drive.com.au,POSITIVE,0.9637113213539124
177,2024-07-30 02:10:38,Tesla,Over half of Tesla&#39;s traded In for Gas Cars in the United States,NEGATIVE,0.8053312301635742
178,2024-07-30 02:10:38,Tesla,Tesla Just Got The Kiss Of Death,NEGATIVE,0.989832878112793
179,2024-07-30 02:10:38,Tesla,Elon Musk&#39;s daughter speaks out against the controversial Tesla CEO,POSITIVE,0.8819838762283325
180,2024-07-30 02:10:38,Tesla,STRANDED? How To JumpStart A Tesla With 0% Battery!,NEGATIVE,0.9992918968200684
181,2024-07-30 02:10:38,Tesla,It Happened! Elon Musk&#39;s NEW Vision for Tesla Bot Optimus Gen 3! Million Robot Workforce Upgrade!,POSITIVE,0.9952817559242249
182,2024-07-30 02:10:38,Tesla,Tesla is building one of America&#39;s biggest battery factories for NEW EVs,POSITIVE,0.9895630478858948
183,2024-07-30 02:10:38,Tesla,What’s Next for Tesla ROBOTAXI | Warren Redlich,POSITIVE,0.9566013813018799
184,2024-07-30 02:10:38,Tesla,Ford F-150 vs. Tesla Cybertruck: One of These Trucks OVERHEATED In The TFL Towing Torture Test!,NEGATIVE,0.9994344115257263
185,2024-07-30 02:10:38,Tesla,"Elon Musk LEAKED The Truth About NEW Tesla Model 2 Time Release, Production Line &amp; Design!",NEGATIVE,0.9697086215019226
186,2024-07-30 02:10:38,Tesla,2024 Tesla Model X PLAID: POV review &amp; top speed badge UNLOCKED!,POSITIVE,0.9913331866264343
187,2024-07-30 02:10:38,Tesla,Did you know you can unlock a tesla with your voice?? 😳👀,NEGATIVE,0.9843817353248596
188,2024-07-30 02:10:38,Tesla,Showing Tesla FSD 12.5 to My Friend Hannah,POSITIVE,0.9767094850540161
189,2024-07-30 02:10:38,Tesla,Tesla - What You Give,POSITIVE,0.9993627667427063
190,2024-07-30 02:10:38,Tesla,"Tesla Optimus 2, New Models, &amp; MegaPack | The Future Of Tesla",POSITIVE,0.9901241660118103
191,2024-07-30 02:10:38,Tesla,You Should Never Buy a Tesla,NEGATIVE,0.9993590712547302
192,2024-07-30 02:10:38,Tesla,Tesla - Love Song,POSITIVE,0.9996529817581177
193,2024-07-30 02:10:38,Tesla,Tesla Robot Driving a Cybertruck for Uber,NEGATIVE,0.8550761342048645
194,2024-07-30 02:10:38,Tesla,2025 Tesla CyberTruck - interior Exterior and Drive,POSITIVE,0.9927191734313965
195,2024-07-30 02:10:38,Tesla,Why Tesla And Other EV Makers Are Betting Big On Gigacasting,NEGATIVE,0.9806267619132996
196,2024-07-30 02:10:38,Tesla,Tesla Cars Got Hacked 🤯 | Leave The World Behind #shorts,NEGATIVE,0.9990876913070679
197,2024-07-30 02:10:38,Tesla,Special Sneak Peek inside Tesla&#39;s German Gigafactory!,POSITIVE,0.995944082736969
198,2024-07-30 02:22:52,APPL,Apple Event - May 7,POSITIVE,0.9824892282485962
199,2024-07-30 02:22:52,APPL,Introducing Apple Vision Pro,POSITIVE,0.9974132180213928
200,2024-07-30 02:22:52,APPL,Apple WWDC 2024: Everything Revealed in 12 Minutes,POSITIVE,0.8367002606391907
201,2024-07-30 02:22:52,APPL,WWDC 2024 — June 10 | Apple,POSITIVE,0.8675241470336914
202,2024-07-30 02:22:52,APPL,Apple Intelligence in 5 minutes,POSITIVE,0.7873340249061584
203,2024-07-30 02:22:52,APPL,The Underdogs: OOO (Out Of Office) | Apple at Work,NEGATIVE,0.9962632060050964
204,2024-07-30 02:22:52,APPL,Apple&#39;s BAD NEWS! iPhone 16 SE,NEGATIVE,0.9992376565933228
205,2024-07-30 02:22:52,APPL,Hello Apple Vision Pro,POSITIVE,0.998918890953064
206,2024-07-30 02:22:52,APPL,A Guided Tour of Apple Vision Pro,POSITIVE,0.9980959296226501
207,2024-07-30 02:22:52,APPL,Introducing the all-new iPad Pro | Apple,POSITIVE,0.9973884224891663
208,2024-07-30 02:22:52,APPL,Apple Vision Pro Review: Tomorrow&#39;s Ideas... Today&#39;s Tech!,POSITIVE,0.9866820573806763
209,2024-07-30 02:22:52,APPL,Using Apple Vision Pro: What It’s Actually Like!,POSITIVE,0.9994296431541443
210,2024-07-30 02:22:52,APPL,Apple’s iPad event in 12 minutes,NEGATIVE,0.8503114581108093
211,2024-07-30 02:22:52,APPL,18 things from WWDC24 | Apple,NEGATIVE,0.9094874858856201
212,2024-07-30 02:22:52,APPL,Apple Vision Pro - Is it worth $3500?,NEGATIVE,0.9956876635551453
