,comments,sent,score
13,"New viewer to channel. Hold Amazon in VOO originally but recently bought a few shares at $189. First time buying stocks individually. <br>Question: other than newsletter frequency, what’s the difference in your membership options? I cannot find details regarding each membership level. Can only see levels and prices but no details of what I’m getting for the cost. Thank you for your very high intrinsic value insites! Learning a lot from how you look at companies.",NEGATIVE,0.9847986102104187
14,Can you review GPC - great stock nearing 52 week lows,NEGATIVE,0.9985007047653198
15,"Great video, thanks for posting. I own a slew of Amazon with a basis of $139.55. I was thinking of adding more shares but as you point out with a current MOS of only 10%, I think I&#39;ll hold off. Thanks!",POSITIVE,0.8954498171806335
16,Could u do Lvmh? It dropped a lot today,NEGATIVE,0.9987254738807678
17,"Are you prediction good growth from invidia? Because when its doing good people predict 700 for end of the year but when it does bad they say 200 for end of the year, they always talk depending on whats currently happening and make news like magazine not financial news.",NEGATIVE,0.9783207178115845
18,But the dip if you can,NEGATIVE,0.5144183039665222
19,Buy? At this price at his new record high?,NEGATIVE,0.8087374567985535
20,"Steph has been killing it this year. Right or wrong, always has homework done to back up her stance.",NEGATIVE,0.8003455400466919
21,Steffie is great!,POSITIVE,0.9998708963394165
22,Memo; gonna be bigger then walmart this year,POSITIVE,0.6753510236740112
23,does this person even beat the market?,NEGATIVE,0.9987413287162781
24,Good for AMZN,POSITIVE,0.9997528195381165
25,Let&#39;s go Rivian and Amazon:),NEGATIVE,0.9965421557426453
26,She didn&#39;t answer the question :/ .,NEGATIVE,0.9997155070304871
27,Most annoying person on CNBC.,NEGATIVE,0.9990524649620056
28,I don&#39;t really show it but this was the worst Prime Week I&#39;ve worked🥲 It&#39;s good to be back though!,NEGATIVE,0.9995285272598267
29,"If I catch the driver, I give him a drink and a tip.  You folks are hard workers.",NEGATIVE,0.9912415742874146
30,I worked as a driver for a month before quitting. The number of deliveries they expected me to make in a day were unbelievable and I just couldnt maintain their grueling standards without feeling broken 24/7. I refuse to live a life like that. Props to you for hanging in there,NEGATIVE,0.9993208646774292
31,"I&#39;m glad I quit, it was 2 years of hell and a $10,000 lawsuit at least... I legitimately get stressed seeing Amazon vans and packages. Either become an engineer or go to trade school don&#39;t waste your time working for these corporations.",NEGATIVE,0.9980819225311279
32,This gives me ptsd. I’m so glad I left and become a school bus driver instead. Seeing that 26 bags and 47 overflow would have had me crying lmao.,NEGATIVE,0.9992832541465759
33,"This is the reason why when I order stuff on Amazon, I always put prefer everything bundle up together to make it easier so the driver don&#39;t have to make multiple trips to my house everyday.",NEGATIVE,0.8569268584251404
34,"Amazon and other delivery workers, I appreciate all of you!  Becareful out there.",POSITIVE,0.9997223019599915
35,NO WAYYYY LETS GO!! BRO FOUND THE PASSWORD TO HIS MAIN,NEGATIVE,0.99186772108078
36,26 bags and 40 overflow!??!? That’s insane,NEGATIVE,0.9917643666267395
37,"I remember a couple years back—I had a my pickup’s windshield replaced by Safelite, my dude was literally outside in 25 degree weather replacing my shit while I sat up in my warm condo working in my home office…when he was done I had a $25 dollar Tim Hortons gift card waiting for him, I shook his hand, said Merry Christmas and told em to go get lunch: we’re only human",NEGATIVE,0.9969539642333984
38,I’m a teacher and would be honored to use that $400 pen to pass (fail) my students ❤️,NEGATIVE,0.9955989122390747
39,Chris is literally a meme god,POSITIVE,0.968058705329895
40,"<a href=""https://www.youtube.com/watch?v=wUoxbm9MUc0&amp;t=8"">0:08</a><br> Yeah this aged well..",POSITIVE,0.9813902974128723
41,At least Mr beast ice cream machine is working😊,NEGATIVE,0.9754880666732788
42,Jimmy and Chris are the best duo!,POSITIVE,0.9998739957809448
43,Happy Birthday Jimmy,POSITIVE,0.9998648166656494
44,jimmy is so calm while driving the go karts,NEGATIVE,0.8880757093429565
45,THE OSTRICH PILLOW WAS ON SLAYY POINT,NEGATIVE,0.9959408044815063
46,This brings back memories from the epic stuff they bought a while ago thank you jimmy for this❤️,POSITIVE,0.9997273087501526
47,The underware one was insane 😮,NEGATIVE,0.997225821018219
48,"Alexa with an AI language model clearly on the way, their robots will create an unprecedented wave of productivity growth in a way we have never seen before.",POSITIVE,0.9996583461761475
49,Amazon is a looong hold keep adding deep pullbacks,POSITIVE,0.7841753363609314
50,Mark ⭐️,POSITIVE,0.9155148267745972
51,"&lt;&lt;Your explanations are clear and straight forward It&#39;s always a honor to have you here as a mentor, I appreciate you for the time being spent to educate us financially. Regardless of how bad it gets the economy, I still makeover $28K every single week. I truly value Laura, and her helpful guides.&gt;&gt;&gt;",POSITIVE,0.9997057318687439
52,Don’t miss out on Uber,POSITIVE,0.9980066418647766
53,"Its not a big deal for amazon, like he said, its a small percentage of their revenue, but it could be a big deal for retail investors. The market is all about the sentiment of people, and what they see on the news or happening in real time to the stocks they are invested in.",NEGATIVE,0.9090661406517029
54,Bezos&#39; law: The likelihood of a shipment being late is proportional to the importance of its being on time.,POSITIVE,0.8495868444442749
55,"Everything is linked below...<br>1. Ribbed Tank Tops 3-Pack (S): <a href=""https://urlgeni.us/amzn/e_6VB"">https://urlgeni.us/amzn/e_6VB</a><br>2. Shapewear Bodysuit (S/M): <a href=""https://urlgeni.us/amzn/NqLx_"">https://urlgeni.us/amzn/NqLx_</a><br>3. Beige Shorts (S): <a href=""https://urlgeni.us/amzn/Pho7"">https://urlgeni.us/amzn/Pho7</a><br>4. No-Bump Hangers: <a href=""https://urlgeni.us/amzn/GYIwc"">https://urlgeni.us/amzn/GYIwc</a><br>5. Colorscience Flex Sunscreen (Medium): <a href=""https://urlgeni.us/amzn/iXpxb"">https://urlgeni.us/amzn/iXpxb</a><br>6. Foundation Brush: <a href=""https://bit.ly/3SrfiPg"">https://bit.ly/3SrfiPg</a> or <a href=""https://bit.ly/3Wg3aBU"">https://bit.ly/3Wg3aBU</a><br>7. Hair Vitamin Serum: <a href=""https://urlgeni.us/amzn/583Po"">https://urlgeni.us/amzn/583Po</a><br><b>*Use code 20SHEABALI for 20% off!!*</b><br>8. Shark Flex Style System: <a href=""https://urlgeni.us/amzn/IgsU"">https://urlgeni.us/amzn/IgsU</a><br>9. Goshi Towel: <a href=""https://urlgeni.us/amzn/PNesM"">https://urlgeni.us/amzn/PNesM</a><br><b>*Use code SHEAGOSHI20 for 20% off!!*</b><br>10. Face &amp; Body Cleansing Oil: <a href=""https://urlgeni.us/amzn/z4SdF"">https://urlgeni.us/amzn/z4SdF</a><br>11. Foaming Gel Facial Cleanser: <a href=""https://urlgeni.us/amzn/RdXa"">https://urlgeni.us/amzn/RdXa</a><br>12. Exfoliating Facial Pads: <a href=""https://urlgeni.us/amzn/913Ew"">https://urlgeni.us/amzn/913Ew</a><br>13. 24k Gold Eye Patches: <a href=""https://urlgeni.us/amzn/xVgp"">https://urlgeni.us/amzn/xVgp</a><br><b>*Use code 20SHEAGOLD for 20% off!!*</b><br>14. Snackle Box: <a href=""https://urlgeni.us/amzn/NzorG"">https://urlgeni.us/amzn/NzorG</a><br>15. Mini Photo Printer: <a href=""https://urlgeni.us/amzn/aMgva"">https://urlgeni.us/amzn/aMgva</a><br>16. Buoy Drink Drops: <a href=""https://urlgeni.us/amzn/pDvHG"">https://urlgeni.us/amzn/pDvHG</a><br>17. 26 x 26 Pillow Inserts: <a href=""https://urlgeni.us/amzn/068nZ"">https://urlgeni.us/amzn/068nZ</a><br>Linen Fringe Pillow Covers: <a href=""https://urlgeni.us/amzn/bjdkf"">https://urlgeni.us/amzn/bjdkf</a><br>Textured Boucle Pillow Covers: <a href=""https://urlgeni.us/amzn/_r3dD"">https://urlgeni.us/amzn/_r3dD</a><br>14 x 36 Pillow Insert: <a href=""https://urlgeni.us/amzn/ljcA9"">https://urlgeni.us/amzn/ljcA9</a><br>Boho Lumbar Throw Pillow: <a href=""https://urlgeni.us/amzn/K6AxS"">https://urlgeni.us/amzn/K6AxS</a><br>18. Nail Polish Bottle Holder: <a href=""https://urlgeni.us/amzn/wbVl7"">https://urlgeni.us/amzn/wbVl7</a><br>19. Ceramic Knife-Set: <a href=""https://urlgeni.us/amzn/syhH2"">https://urlgeni.us/amzn/syhH2</a>",NEGATIVE,0.9980677962303162
56,"I am not buying another thing from Amazon for the rest of the year. I’m putting myself on punishment. I have bought all the must haves and I can’t even make my way to my bed for all the purchases.  I gotta do something with the things I already bought, but I’m always here for one of your Amazon videos. But I’m showing self-control today lol.",NEGATIVE,0.9898019433021545
57,Those shorts would not look good on everybody. I am the example. I have a lower tummy bulge and the pleats just add 5-10 lbs. need flat front always,NEGATIVE,0.9981964230537415
58,"Canadian blind fan here. Love all your videos! And, without you I would be a lot richer. With you I have purchased a lot of great Amazon things",POSITIVE,0.9997205138206482
59,"Shea, could you make a video and show your daily/ weekly/ monthly skin care routine? I’m sooo curious how you incorporate all these products to get nice and glowing skin! ❤❤",POSITIVE,0.9953957200050354
60,Thank you for featuring the no-bump hangers! I am going to use them when I am taking pictures of tops I sell online. I think the hangers will make the tops look nicer. One of many items I have bought from your recommendations! Thank you!,POSITIVE,0.9996522665023804
61,You are costing me a lot of money!! Love all your picks / suggestions!! Keep it up !!,POSITIVE,0.9988269209861755
62,"Your closet is simple a dream! Not just the  <a href=""UCkszU2WH9gy1mb0dV-11UJg/CIW60IPp_dYCFcuqTgodEu4IlQ""></a>LYXBAG<a href=""UCkszU2WH9gy1mb0dV-11UJg/CIW60IPp_dYCFcuqTgodEu4IlQ""></a> bags but the ready to wear that you have is absolutely stunning.",POSITIVE,0.9984025359153748
63,Another outstanding video!!!! Thank you so much!! Always love ❤❤❤,POSITIVE,0.9998794794082642
64,"Love watching your Amazon videos Shea, even though I’ve Never purchased Anything from Amazon Lol 😂, it’s always interesting knowing what they do sell.. I love those little tank tops you wear for summer but I can purchase them at stores here where I live and at least try things on before I purchase them, I have purchased clothes online before and it’s been hit and miss with the quality and sizing and I’m not one to return anything, so it just ends up getting donated. Great video as always. ❤️❤️",POSITIVE,0.9028325080871582
65,Memo: amazon is the second largest company in the world regarding anual revenue,POSITIVE,0.9140874743461609
66,"Thanks for the review . P.s. I like the lighting you started to use, is it intentional? :))",POSITIVE,0.9974512457847595
67,Thanks Parkev,POSITIVE,0.9998138546943665
68,"Professor, I believe that Amazon Kuiper project will start generate revenue in 2024 or 2025. thank you for your hard work. Amazon has been my biggest stock in my portfolio for the last years.",POSITIVE,0.9993999004364014
69,Thank you. Love Amazon. <br>Please do a PDD stock video,POSITIVE,0.9987313151359558
70,Thanks alot Parkev: Can you tell us why do you think CELH has gone down. Thanks alot.,POSITIVE,0.9980365633964539
71,What is the good target price to buy? I have some but want to buy more at some point if the price is good.,NEGATIVE,0.9929446578025818
72,Would you please review to what you think about Nvidia moving? Is that just temporary dip? Thanks,POSITIVE,0.7900896072387695
73,"Investing in Nvidia is compelling due to its strong profitability, reflected in a favorable P/E ratio compared to industry peers, and an attractive forward P/E ratio. With anticipated strong August earnings<br><br>Forward P/E is 54<br>Actual P/e (expecting a earnings beat) should be 45",POSITIVE,0.999733030796051
74,I have subscribed,NEGATIVE,0.5733129382133484
75,"👇 All Products Mentioned in This Video 👇<br><br>🎉 Try Amazon Prime 30-Day FREE Trial: <a href=""https://urlgeni.us/amzn/BMQsD"">https://urlgeni.us/amzn/BMQsD</a><br><br>1. Portable printer (#1 Best Seller + Limited Time Deal!): <a href=""https://urlgeni.us/amzn/dyicn"">https://urlgeni.us/amzn/dyicn</a><br>Thermal paper (Limited Time Sale!): <a href=""https://urlgeni.us/amzn/gfnMh"">https://urlgeni.us/amzn/gfnMh</a><br>2. Microwaveable potato bag: <a href=""https://urlgeni.us/amazon/diqO5"">https://urlgeni.us/amazon/diqO5</a><br>3. Auto soap dispenser Phneems: <a href=""https://urlgeni.us/amazon/3GrB6"">https://urlgeni.us/amazon/3GrB6</a><br>4. Rolling backpack: <a href=""https://urlgeni.us/amazon/CyFAn"">https://urlgeni.us/amazon/CyFAn</a><br>5. 3 in 1 cord organizer (Limited Time Sale!): <a href=""https://urlgeni.us/amazon/bCz7a"">https://urlgeni.us/amazon/bCz7a</a><br>6. Car holder phone mount: <a href=""https://urlgeni.us/amazon/pT3Ie"">https://urlgeni.us/amazon/pT3Ie</a><br>7. Natural green tea oil blotting sheets: <a href=""https://urlgeni.us/amazon/Q1QzM"">https://urlgeni.us/amazon/Q1QzM</a><br>8. Travel makeup organizer: <a href=""https://urlgeni.us/amazon/3yasW"">https://urlgeni.us/amazon/3yasW</a><br>9. True Fresh Multi Surface Cleaning Tablets: <a href=""https://urlgeni.us/amazon/tGTDN"">https://urlgeni.us/amazon/tGTDN</a><br>10. Car trash can with lid: <a href=""https://urlgeni.us/amazon/XFzfN"">https://urlgeni.us/amazon/XFzfN</a><br><br>Bonus: Half zip sweater (campaign): <a href=""https://urlgeni.us/amazon/VLyfW"">https://urlgeni.us/amazon/VLyfW</a><br>Bonus: Striped Pull Over (campaign): <a href=""https://urlgeni.us/amazon/bc2GP"">https://urlgeni.us/amazon/bc2GP</a><br><br>→ Top 10 Trending <b>HOT</b> Products! <a href=""https://urlgeni.us/trending/M--YEBk"">https://urlgeni.us/trending/M--YEBk</a><br>→ Follow Andrea’s Amazon Storefront! <a href=""https://urlgeni.us/amazon/22BO"">https://urlgeni.us/amazon/22BO</a><br>→ Shop Andrea’s Home Decor HERE: <a href=""https://urlgeni.us/amazon/AndreaHomeDecor"">https://urlgeni.us/amazon/AndreaHomeDecor</a><br><br>❤ Let&#39;s get to 1 MILLION Subscribers 🎉 SUBSCRIBE HERE (it&#39;s free): <a href=""http://www.youtube.com/c/AndreaJean"">http://www.youtube.com/c/AndreaJean</a><br><br>✨ NEWSLETTER SIGN UP! ✨ Be the FIRST TO KNOW when Andrea does a GIVEAWAY 🎉 <a href=""https://bit.ly/AndreaJeansFREENewsletter"">https://bit.ly/AndreaJeansFREENewsletter</a><br><br>→ Follow on Instagram: <a href=""https://www.instagram.com/andreajeancleaning/"">https://www.instagram.com/andreajeancleaning/</a><br><br> Don’t forget to Subscribe and turn on notifications so that you don’t miss any Updates, Deals and Really Fun Surprises: <a href=""https://www.youtube.com/andreajean"">https://www.youtube.com/andreajean</a>",NEGATIVE,0.9987651109695435
76,Makasih info,POSITIVE,0.5240005254745483
77,👍,NEGATIVE,0.6970565319061279
78,Another great video Andrea Jean! Thank you!❤❤❤❤❤,POSITIVE,0.9998165965080261
79,This is your best ideas ever. I loved everything. 🙂,POSITIVE,0.9998811483383179
80,❤❤❤,NEGATIVE,0.6970565319061279
81,I miss your Dollar Tree finds….I’m sure you make more money from Amazon but not everyone can afford the Amazon finds…..just my 2 cents…..I miss the old format.  Sorry…..,NEGATIVE,0.999768078327179
82,Potato bags are the worst Old product from AS Seen On TV<br>Thermal print diappers<br>Those soap dispenser s are known for clogging,NEGATIVE,0.9998076558113098
83,"I think investors should always put their cash to work, especially In 2024, we&#39;ll start to see more market diversification. I&#39;m hoping to invest about $350k of my savings in stocks against next year. Hope to make millions in 2024",NEGATIVE,0.9820814728736877
84,"Not Amazon but Microsoft is well positioned for AI transition. They own most imp enterprise business software such as world, excel, teams and visual studio etc",POSITIVE,0.9984799027442932
85,AMZN just isn&#39;t trading well,NEGATIVE,0.9993934631347656
86,I believe that Black America will get a better shake from the Chinese and Russians than we do here in America,NEGATIVE,0.9983793497085571
87,"Which one would did you like the most?<br><br>Go to <a href=""https://amzn.to/3XC4cbK"">https://amzn.to/3XC4cbK</a> to get yours!",NEGATIVE,0.8615627884864807
88,GFappin on the Oops 😂😂😂😂😂,NEGATIVE,0.9655062556266785
89,This video sponsored by $20 whole dollars 😂. Love it. Great video.,POSITIVE,0.9994460940361023
90,Mans is playing gun game irl,NEGATIVE,0.9979178309440613
91,i swear evb had the 3rd gun atleast once,NEGATIVE,0.991712212562561
92,"It’s never the pew, it’s all about the pewter.",NEGATIVE,0.9265468716621399
93,Not bad at all!!!,POSITIVE,0.9996379613876343
94,"Such fun gameplay,  they didn&#39;t want to call it because they couldn&#39;t feel any hits lol",POSITIVE,0.9855278134346008
95,Good job,POSITIVE,0.999835729598999
96,"I used to get these, I got the recon, and the first electric one. I also lost the grip pin. 😂",NEGATIVE,0.9996554851531982
97,Subscribe right now if you want to win some of these Banned items! ❤️,NEGATIVE,0.9890734553337097
98,"Only if you love stokes twins , you can like here",POSITIVE,0.9994753003120422
99,I feel so bad for the dude that is wearing a black and white shirt stripes😢,NEGATIVE,0.9996010661125183
100,"<a href=""https://www.youtube.com/watch?v=tjobI43dbTU&amp;t=167"">2:47</a> is my fav because hedgehogs is my favorite animal ❤❤❤",NEGATIVE,0.7107982635498047
101,We can all agree that Shawn never fails to be sus,POSITIVE,0.99979168176651
102,I love how Caleb respects women so well <br><br>Edit :ty so much for 100 likes,POSITIVE,0.9997428059577942
103,"<a href=""https://www.youtube.com/watch?v=tjobI43dbTU&amp;t=151"">2:31</a> :( the hedgehog is so cute 😢😢❤❤",POSITIVE,0.9414544701576233
104,"<a href=""https://www.youtube.com/watch?v=tjobI43dbTU&amp;t=601"">10:01</a> ~ I was wowed 🤩 at how Alan said you’d have to go to the hospital for this 😮",POSITIVE,0.9658546447753906
105,Honestly I love Caleb&#39;s scientific facts and I love how he appreciates women so much :),POSITIVE,0.9998319149017334
106,When a video of Stokes Twins is 20 minutes or more you know it’s a good day,POSITIVE,0.999334990978241
107,It&#39;s nice to hear birds tweeters in front of my house it&#39;s very relaxing in the morning.. I feel better whole day.,POSITIVE,0.9996504783630371
108,"Everyone who reads this, we don&#39;t know each other and probably never will but I wish you all the best in life and all the luck in the world 💘💘💘",POSITIVE,0.9997542500495911
109,"To anybody who&#39;s reading this, I pray that whatever is hurting you or whatever you are constantly stressing about gets better. May the dark thoughts, the overthinking, and the doubt exit your mind. May clarity replace confusion<br>. May peace and calmness fill your life :)))",NEGATIVE,0.9777918457984924
110,God&#39;s creation.<br>So beautiful🙏,NEGATIVE,0.9617467522621155
111,"incredible scene, i feel so much calmful after watching this. thanks scenic scene<a href=""UCkszU2WH9gy1mb0dV-11UJg/hf90Xv-jHeOR8gSxxrToBA""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/hf90Xv-jHeOR8gSxxrToBA""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/hf90Xv-jHeOR8gSxxrToBA""></a>",POSITIVE,0.9971217513084412
112,"This is the natural life that I wanted no sounds of vehicles, motorcycle smoke pollution only the sounds of birds and animals🥰",POSITIVE,0.9930358529090881
113,Scenic scenes beautiful greenary around the Amazon River eye catching and eye  relaxing all the scenes,POSITIVE,0.9998025298118591
114,"I&#39;ve been depressed for a long time, I seem useless and bad. This music has helped me relieve fatigue and stress. Thanks for sharing it. The person who is reading this comment , i wish you great success , health, love and happiness!",POSITIVE,0.99895179271698
115,Allah Almighty has made nature a source of human knowledge and comfort...... Mashallah🥰,POSITIVE,0.9985587000846863
116,"Waw! That&#39;s really amazing and beautiful👍👍👍<br>The Amazon rainforest has been characterized as the &#39;lungs of the world.&#39; It is astonishing that though people know that without trees, we can&#39;t live.",POSITIVE,0.9990326166152954
117,"Try Opera browser FOR FREE here <a href=""https://opr.as/07-Opera-browser-imbrandonfarris"">https://opr.as/07-Opera-browser-imbrandonfarris</a>",NEGATIVE,0.9967625141143799
118,now we wait for extended version,NEGATIVE,0.9973857998847961
119,The visceral reaction I had to The Swarovski being destroyed!,NEGATIVE,0.8414204716682434
120,"I love how the flower part sounded like it didn&#39;t break, but then the lid itself completely shattered.",NEGATIVE,0.9988929629325867
121,"Their friendship is really something else , every time i see them i tell my bestie to that we gonna be like them in the futureand i really don&#39;t know why",POSITIVE,0.9932667016983032
122,"I love how there’s like many videos with either the same or very similar title, yet they are all funny to watch.<br><br>I find each one better than the last. Love you Brandon and Cam!!",POSITIVE,0.9997010231018066
123,Brandon’s reaction when the lights went out left me HOWLING 😭,NEGATIVE,0.9836824536323547
124,“Tune in this week-ish…FOR COUCH FISH!” should be the ending tag for your podcast!,NEGATIVE,0.9976183772087097
125,‘what’s up dude’ ‘cameron’ ‘no..’ 😂,NEGATIVE,0.9669508337974548
126,"This was hilarious. Cameron&#39;s face when Brandon spit, was hysterical lmao.<br>Such a great video",POSITIVE,0.9996328353881836
127,Pls try meesho jewellery they are super affordable and quality is 10/10,POSITIVE,0.9852598905563354
128,You looking so  pretty 🌸🌸,POSITIVE,0.9973082542419434
129,Want more series like this please ✨️🥹🤍,POSITIVE,0.9950135350227356
130,You looking so cute ❤️❤️,POSITIVE,0.999479353427887
131,Looking so pretty 💗,POSITIVE,0.9971055388450623
132,They look amazing ♥️,POSITIVE,0.9998852014541626
133,Dress from?,NEGATIVE,0.9403524994850159
134,Wow awesome 👍,POSITIVE,0.9998295307159424
135,Make an video on Amazon random useful finds please,NEGATIVE,0.9920164346694946
136,Links plz,POSITIVE,0.954108715057373
137,"The girl with the gloss was like „My lips are irritated af, inflammed and on fireee. If you wanna buy, link in bio!“ 🤣🤣🤣🤣🤣",NEGATIVE,0.9971786737442017
138,"<a href=""https://www.youtube.com/watch?v=MnGkk1HjbWM&amp;t=510"">8:30</a> All those car accessories will definitely help a trucker out",POSITIVE,0.9635704159736633
139,"I’ve watched so many of these, never really been tempted to buy anything.... until now. As a pregnant woman with a toddler that touch less vacuum is a need not a want. So I went onto Amazon and as if I wasn’t already going to buy it I looked through the color choices. And OMG my favorite color of all time (Rose Gold) is one of the options!!!!! <b>screams in joy</b>",NEGATIVE,0.9116382598876953
140,"<a href=""https://www.youtube.com/watch?v=MnGkk1HjbWM&amp;t=356"">5:56</a> Touch-less sensor vacuum. I&#39;m saving for that. That&#39;s a life savior and a great decor to fill up an empty spot !<br><a href=""https://www.youtube.com/watch?v=MnGkk1HjbWM&amp;t=513"">8:33</a> On-the-go: Car accessories. Will definitely check these out again if I ever decide to buy a car<br><a href=""https://www.youtube.com/watch?v=MnGkk1HjbWM&amp;t=633"">10:33</a> Will most definitely buy this anti-spill mug holder. I&#39;m a coffee and tea lover but I love to do random gymnastic poses on my chair.",NEGATIVE,0.9783328175544739
141,"<a href=""https://www.youtube.com/watch?v=MnGkk1HjbWM&amp;t=175"">2:55</a> BRO i had that in my house thinking it was useless so i threw it away-",NEGATIVE,0.9997463822364807
142,flaw with the toilet seat tabs: they will gain the same amount of germs as the seat itself,NEGATIVE,0.9995470643043518
143,"At <a href=""https://www.youtube.com/watch?v=MnGkk1HjbWM&amp;t=150"">2:30</a> I love that dog water bottle I’ve had it for quite some time and it’s so helpful my dog got so thirsty on walks",POSITIVE,0.9962712526321411
144,pov: you have an amazon tab open,NEGATIVE,0.9265437126159668
145,"“I’m afraid to charge at the airports, etc because I might get hacked.”<br><br>Me who used to go to airports and charged there a lot: ...",NEGATIVE,0.9965483546257019
146,When did boiling water for pasta become such a chore? 😆<br><br>Most of these are pretty useful. Except those toilet tabs. Those are just as germy as the seat it&#39;s attached to.,NEGATIVE,0.9594026207923889
147,I would really enjoy a series from Chris cooking and  reviewing cookbooks.,POSITIVE,0.9979912042617798
148,"When I was in high school, my Dad would pack my lunch. He was a lawyer with a great sense of humor and I never knew what interesting things I would have for lunch. He would cut out articles from some law journal and put them in my lunch. People would come from all over the cafeteria to read the articles. One I still remember, almost 60 years later, was a woman who sued Coca Cola because she got sick after drinking a Coke. While she was vomiting into the commode, she vomited out her dentures and was suing Coke for replacements. Even older kids love knowing that their parents are thinking about them!",POSITIVE,0.5010996460914612
149,Petition for Rachel to post Amazon favs before prime day next time. 😂,NEGATIVE,0.9908966422080994
150,"The way she looks at him when he&#39;s going through the books is so endearing, he&#39;s passionate about something and she recognizes that and it&#39;s pretty sweet :)",POSITIVE,0.9998705387115479
151,Chris getting so excited about the cookbooks and going full geek is so sweet 🥺,POSITIVE,0.9993351101875305
152,"Klean Kanteen makes a cup that has a silicone straw top, but the cap twists to put the straw completely covered by the lid. I love it because it means the straw is completely contained and can’t get germs from people when in social situations.",POSITIVE,0.999021053314209
153,"I love using Alexa in my kitchen in place of a timer. It’s hands free so you don’t have to stop what you’re doing and wash your hands before and after touching a clock. And you can set multiple timers and add names to them. We set reminders for appointments, recurring reminders for garbage takeout, turn off the sprinkler, etc.",POSITIVE,0.9942666888237
154,"I love Anker.  I have charging cords, power strip/surge protector, and whatever else I can afford.",POSITIVE,0.9988380074501038
155,I just think you are the best. I’m 58 raised my girls they are now embarking on married life and possible children. I send them your videos every week.,POSITIVE,0.9998501539230347
156,"You use the tennis 🎾 ball on a wall, by putting in a knee high sock, put the ball on the spot on the back while holding the top of the sock and move your back around the wall.  This way the ball doesn’t fall as you massage. ❤",POSITIVE,0.9703768491744995
157,Which of these gadgets would you find most useful?,NEGATIVE,0.9985213875770569
158,This guy is one of the last remnants of quality content on Youtube.,NEGATIVE,0.9978265166282654
159,The self closing toothpaste cap looks interesting,POSITIVE,0.9824672341346741
160,Perhaps the best gadget is the one we made along the way,POSITIVE,0.881230354309082
161,I watch this guy for about 5 year and my guy is still one of the best creators out there. Hope you come back to YouTube,POSITIVE,0.9994897842407227
162,Dave can literally make his bathroom look futuristic with just $5 gadget&#39;s on the internet,NEGATIVE,0.9935757517814636
163,"<a href=""https://www.youtube.com/watch?v=0ArqKSgtUf0&amp;t=495"">8:15</a> &quot;virgin forest&quot; 💀💀💀",NEGATIVE,0.9910643100738525
164,"<a href=""https://www.youtube.com/watch?v=0ArqKSgtUf0&amp;t=348"">5:48</a> bro violated that sink💀",NEGATIVE,0.9919294118881226
165,"<a href=""https://www.youtube.com/watch?v=0ArqKSgtUf0&amp;t=65"">1:05</a> &quot;Your toilet has a new quest for you&quot;",NEGATIVE,0.9964082837104797
166,Dave can make the most random things sound interesting,POSITIVE,0.9965981841087341
167,Subscribe or you are a jake pauler,NEGATIVE,0.8448507785797119
168,Who else wants mrbeast to be president?,NEGATIVE,0.9983084201812744
169,Mrbeast you should Ship your self to a fan that ordered your merch,NEGATIVE,0.9975973963737488
